text	part of speech
pahiṇanti	verb
.	@point@

kiṃ	interrogative_pronoun
kusalaṃ	noun
kareyyāma	verb
.	@point@

na	negation_particle
tveva	@sandhi@
yathā	adverb
tvaṃ	pronoun
bālo	adjective
abyatto	adjective
ayoniso	adjective
aggiṃ	noun
gavesī	@sandhi@
ti	quotation_particle
.	@point@

'	@quote@
'	@quote@
aparaṃ	adverb
pana	conjunction
,	@comma@
bhante	noun
,	@comma@
etadānuttariyaṃ	@sandhi@
,	@comma@
yathā	adverb
bhagavā	noun
dhammaṃ	noun
deseti	verb
sassatavādesu	noun
.	@point@

rājā	noun
,	@comma@
ānanda	proper_noun
,	@comma@
mahāsudassano	proper_noun
imāya	demonstrative_pronoun
tatiyāya	ordinal_adjective
iddhiyā	noun
samannāgato	past_passive_participle
ahosi	verb
.	@point@

na	negation_particle
mayaṃ	pronoun
bhoto	noun
kassapassa	proper_noun
saddahāma	verb
'	@quote@
atthi	verb
devā	noun
tāvatiṃsā	cardinal_adjecitve
ti	quotation_particle
vā	coordinative_conjunciton
'	@quote@
evaṃdīghāyukā	@sandhi@
devā	noun
tāvatiṃsā	cardinal_adjecitve
ti	quotation_particle
vā	coordinative_conjunciton
ti	quotation_particle
.	@point@

so	pronoun
evaṃ	demonstrative_adverb
vadeyya	verb
'	@quote@
na	negation_particle
atthi	verb
na	negation_particle
atthi	verb
kaṇhasukkāni	adjective
rūpāni	noun
,	@comma@
na	negation_particle
atthi	verb
kaṇhasukkānaṃ	adjective
rūpānaṃ	noun
dassāvī	noun
.	@point@

natthi	verb
hetu	noun
,	@comma@
na	negation_particle
atthi	verb
paccayo	noun
sattānaṃ	noun
visuddhiyā	noun
,	@comma@
ahetū	noun
apaccayā	noun
sattā	noun
visujjhanti	verb
.	@point@

mālāgandhavilepanadhāraṇamaṇḍanavibhūsanaṭṭhānā	noun
paṭivirato	past_passive_participle
hoti	verb
.	@point@

ayaṃ	demonstrative_pronoun
chaṭṭhī	ordinal_adjective
viññāṇaṭṭhiti	noun
.	@point@

rājā	noun
samāno	present_active_participle
idaṃ	demonstrative_pronoun
labhati	verb
buddho	noun
samāno	present_active_participle
kiṃ	interrogative_pronoun
labhati	verb
.	@point@

ekamantaṃ	@sandhi@
ekaṃ	cardinal_adjecitve
anantaṃ	adjective
nisinno	past_passive_participle
kho	emphatic_particle
āyasmā	adjective
ānando	proper_noun
bhagavantaṃ	noun
etad	@sandhi@
avoca	verb
etad	pronoun
avoca	verb
'	@quote@
'	@quote@
acchariyaṃ	noun
,	@comma@
bhante	noun
,	@comma@
abbhutaṃ	noun
,	@comma@
bhante	noun
.	@point@

purisassa	noun
ca	coordinative_conjunciton
viññāṇasotaṃ	noun
pajānāti	verb
,	@comma@
ubhayato	adjective
abbocchinnaṃ	past_passive_participle
idha	adverb
loke	noun
patiṭṭhitañca	@sandhi@
patiṭṭhitaṃ	past_passive_participle
ca	coordinative_conjunciton
paraloke	noun
patiṭṭhitañca	@sandhi@
patiṭṭhitaṃ	past_passive_participle
ca	coordinative_conjunciton
.	@point@

katamā	interrogative_pronoun
satta	numeral
.	@point@

'	@quote@
'	@quote@
idha	preposition
kho	emphatic_particle
pana	conjunction
te	personal_pronoun
,	@comma@
vāseṭṭha	proper_noun
,	@comma@
tevijjā	adjective
brāhmaṇā	adjective
āsīditvā	absolutive
saṃsīdanti	verb
,	@comma@
saṃsīditvā	absolutive
visāraṃ	noun
pāpuṇanti	verb
,	@comma@
sukkhataraṃ	adverb
maññe	verb
taranti	verb
.	@point@

ayaṃ	demonstrative_pronoun
sattamī	ordinal_adjective
viññāṇaṭṭhiti	noun
.	@point@

mudutalunahatthapādo	adjective
ca	coordinative_conjunciton
hoti	verb
jālahatthapādo	adjective
ca	coordinative_conjunciton
.	@point@

atikkamma	absolutive
ca	coordinative_conjunciton
purisassa	noun
chavimaṃsalohitaṃ	noun
aṭṭhiṃ	noun
paccavekkhati	verb
.	@point@

ye	relative_pronoun
kho	emphatic_particle
pana	conjunction
,	@comma@
bho	noun
,	@comma@
keci	indefinite_pronoun
samaṇā	noun
vā	coordinative_conjunciton
brāhmaṇā	noun
vā	coordinative_conjunciton
amhākaṃ	personal_pronoun
gāmakhettaṃ	noun
āgacchanti	verb
atithī	noun
no	personal_pronoun
te	demonstrative_personal_pronoun
honti	verb
.	@point@

tatthetaṃ	@sandhi@
tattha	preposition
etaṃ	demonstrative_pronoun
vuccati	verb
.	@point@

yaṃnūnāhaṃ	@sandhi@
aggiṃ	noun
nibbattetvā	absolutive
aggiṃ	noun
paricareyya	@sandhi@
nti	@sandhi@
.	@point@

