text	part of speech
gambhīrāvabhāso	noun
ca	coordinative conjunciton
.	@point@

'	@quote@
'	@quote@
'	@quote@
Taṇhaṃ	noun
paṭicca	absolutive
pariyesanā	noun
ti	quotation particle
iti	quotation particle
kho	emphatic particle
panetaṃ	@sandhi@
vuttaṃ	past passive participle
,	@comma@
tadānanda	@sandhi@
tad	pronoun
ānanda	proper noun
,	@comma@
imināpetaṃ	@sandhi@
pariyāyena	noun
veditabbaṃ	future passive participle
,	@comma@
yathā	adverb
taṇhaṃ	noun
paṭicca	absolutive
pariyesanā	noun
.	@point@

Iti	quotation particle
kho	emphatic particle
,	@comma@
ānanda	proper noun
,	@comma@
ime	demonstrative pronoun
dve	cardinal adjecitve
dhammā	noun
dvayena	noun
vedanāya	noun
ekasamosaraṇā	noun
bhavanti	verb
.	@point@

Ettāvatā	adverb
kho	emphatic particle
,	@comma@
ānanda	proper noun
,	@comma@
jāyetha	verb
vā	coordinative conjunciton
jīyetha	verb
vā	coordinative conjunciton
mīyetha	verb
vā	coordinative conjunciton
cavetha	verb
vā	coordinative conjunciton
upapajjetha	verb
vā	coordinative conjunciton
.	@point@

'	@quote@
'	@quote@
Kittāvatā	adverb
ca	coordinative conjunciton
,	@comma@
ānanda	proper noun
,	@comma@
attānaṃ	noun
na	negation particle
paññapento	present active participle
na	negation particle
paññapeti	verb
.	@point@

Rūpiṃ	adjective
vā	coordinative conjunciton
hi	emphatic particle
,	@comma@
ānanda	proper noun
,	@comma@
parittaṃ	past passive participle
attānaṃ	noun
na	negation particle
paññapento	present active participle
na	negation particle
paññapeti	verb
'	@quote@
rūpī	adjective
me	personal pronoun
paritto	adjective
attā	noun
ti	quotation particle
.	@point@

Rūpiṃ	adjective
vā	coordinative conjunciton
hi	emphatic particle
,	@comma@
ānanda	proper noun
,	@comma@
anantaṃ	adjective
attānaṃ	noun
na	negation particle
paññapento	present active participle
na	negation particle
paññapeti	verb
'	@quote@
rūpī	adjective
me	personal pronoun
ananto	adjective
attā	noun
ti	quotation particle
.	@point@

Arūpiṃ	adjective
vā	coordinative conjunciton
hi	emphatic particle
,	@comma@
ānanda	proper noun
,	@comma@
anantaṃ	adjective
attānaṃ	noun
na	negation particle
paññapento	present active participle
na	negation particle
paññapeti	verb
'	@quote@
arūpī	adjective
me	personal pronoun
ananto	adjective
attā	noun
ti	quotation particle
.	@point@

Katamā	interrogative pronoun
satta	numeral
.	@point@

Ayaṃ	demonstrative pronoun
paṭhamā	ordinal adjective
viññāṇaṭṭhiti	noun
.	@point@

Ayaṃ	demonstrative pronoun
tatiyā	ordinal adjective
viññāṇaṭṭhiti	noun
.	@point@

Ayaṃ	demonstrative pronoun
chaṭṭhī	ordinal adjective
viññāṇaṭṭhiti	noun
.	@point@

Ayaṃ	demonstrative pronoun
sattamī	ordinal adjective
viññāṇaṭṭhiti	noun
.	@point@

Tena	pronoun
ca	coordinative conjunciton
nātikiyā	proper noun
paricārakā	noun
attamanā	adjective
ahesuṃ	verb
pamuditā	past passive participle
pītisomanassajātā	past passive participle
bhagavato	noun
pañhaveyyākaraṇaṃ	noun
sutvā	absolutive
.	@point@

Paropaññāsa	numeral
nātikiyā	proper noun
paricārakā	noun
abbhatītā	past passive participle
kālaṅkatā	past passive participle
pañcannaṃ	ordinal adjective
orambhāgiyānaṃ	adjective
saṃyojanānaṃ	noun
parikkhayā	noun
opapātikā	adjective
tattha	preposition
parinibbāyino	adjective
anāvattidhammā	adjective
tasmā	pronoun
lokā	noun
.	@point@

Bhagavato	noun
kho	emphatic particle
pana	conjunction
sambodhi	noun
magadhesu	proper noun
.	@point@

Yattha	preposition
kho	emphatic particle
pana	conjunction
bhagavato	noun
sambodhi	noun
magadhesu	proper noun
,	@comma@
kathaṃ	interrogative adverb
tatra	preposition
bhagavā	noun
māgadhake	proper noun
paricārake	noun
abbhatīte	past passive participle
kālaṅkate	past passive participle
upapattīsu	noun
na	negation particle
byākareyya	verb
.	@point@

Bhagavato	noun
kho	emphatic particle
pana	conjunction
,	@comma@
bhante	noun
,	@comma@
sambodhi	noun
magadhesu	proper noun
.	@point@

Yattha	preposition
kho	emphatic particle
pana	conjunction
,	@comma@
bhante	noun
,	@comma@
bhagavato	noun
sambodhi	noun
magadhesu	proper noun
,	@comma@
kathaṃ	interrogative adverb
tatra	preposition
bhagavā	noun
māgadhake	proper noun
paricārake	noun
abbhatīte	past passive participle
kālaṅkate	past passive participle
upapattīsu	noun
na	negation particle
byākareyya	verb
.	@point@

Atha	coordinative conjunciton
,	@comma@
bhante	noun
,	@comma@
brahmā	proper noun
sanaṅkumāro	noun
oḷārikaṃ	adjective
attabhāvaṃ	noun
abhinimminitvā	absolutive
kumāravaṇṇī	noun
hutvā	absolutive
pañcasikho	adjective
devānaṃ	noun
tāvatiṃsānaṃ	cardinal adjecitve
pāturahosi	verb
.	@point@

So	pronoun
vehāsaṃ	noun
abbhuggantvā	absolutive
ākāse	noun
antalikkhe	noun
pallaṅkena	noun
nisīdi	verb
.	@point@

Yathāparisaṃ	adverb
kho	emphatic particle
pana	conjunction
,	@comma@
bhante	noun
,	@comma@
brahmā	proper noun
sanaṅkumāro	noun
sarena	noun
viññāpeti	verb
;	@semicolon@
na	negation particle
cassa	@sandhi@
bahiddhā	adverb
parisāya	noun
ghoso	noun
niccharati	verb
.	@point@

Idha	preposition
bho	noun
bhikkhu	noun
chandasamādhippadhānasaṅkhārasamannāgataṃ	past passive participle
iddhipādaṃ	noun
bhāveti	verb
.	@point@

Vīriyasamādhippadhānasaṅkhārasamannāgataṃ	past passive participle
iddhipādaṃ	noun
bhāveti	verb
.	@point@

Cittasamādhippadhānasaṅkhārasamannāgataṃ	past passive participle
iddhipādaṃ	noun
bhāveti	verb
.	@point@

Tassa	pronoun
oḷārikānaṃ	adjective
kāyasaṅkhārānaṃ	noun
paṭippassaddhiyā	noun
oḷārikānaṃ	adjective
vacīsaṅkhārānaṃ	noun
paṭippassaddhiyā	noun
oḷārikānaṃ	adjective
cittasaṅkhārānaṃ	noun
paṭippassaddhiyā	noun
uppajjati	verb
sukhaṃ	noun
,	@comma@
sukhā	noun
bhiyyo	adverb
somanassaṃ	noun
.	@point@

So	pronoun
aparena	adjective
samayena	noun
ariyadhammaṃ	noun
suṇāti	verb
,	@comma@
yoniso	noun
manasi	noun
karoti	verb
,	@comma@
dhammānudhammaṃ	noun
paṭipajjati	verb
.	@point@

Idha	preposition
,	@comma@
bho	noun
,	@comma@
bhikkhu	noun
ajjhattaṃ	adverb
kāye	noun
kāyānupassī	adjective
viharati	verb
ātāpī	adjective
sampajāno	adjective
satimā	adjective
vineyya	absolutive
loke	noun
abhijjhādomanassaṃ	noun
.	@point@

Evaṃ	demonstrative adverb
me	pronoun
sutaṃ	past participle
ekaṃ	cardinal adjecitve
samayaṃ	noun
bhagavā	noun
nāḷandāyaṃ	proper noun
viharati	verb
pāvārikambavane	proper noun
.	@point@

Idha	preposition
,	@comma@
kevaṭṭa	proper noun
,	@comma@
bhikkhu	noun
anekavihitaṃ	past passive participle
iddhividhaṃ	noun
paccanubhoti	verb
.	@point@

Idaṃ	demonstrative pronoun
vuccati	verb
,	@comma@
kevaṭṭa	proper noun
,	@comma@
anusāsanīpāṭihāriyaṃ	noun
.	@point@

'	@quote@
'	@quote@
Atha	coordinative conjunciton
kho	emphatic particle
so	pronoun
,	@comma@
kevaṭṭa	proper noun
,	@comma@
bhikkhu	noun
tathārūpaṃ	adjective
samādhiṃ	noun
samāpajji	verb
,	@comma@
yathāsamāhite	past passive participle
citte	noun
devayāniyo	adjective
maggo	noun
pāturahosi	verb
.	@point@

'	@quote@
'	@quote@
Atha	coordinative conjunciton
kho	emphatic particle
so	pronoun
,	@comma@
kevaṭṭa	proper noun
,	@comma@
bhikkhu	noun
tathārūpaṃ	adjective
samādhiṃ	noun
samāpajji	verb
,	@comma@
yathāsamāhite	past passive participle
citte	noun
brahmayāniyo	adjective
maggo	noun
pāturahosi	verb
.	@point@

Te	pronoun
atīradakkhiniyā	adjective
nāvāya	noun
tīradassiṃ	adjective
sakuṇaṃ	noun
muñcanti	verb
.	@point@

Pāvisi	verb
ambaṭṭho	proper noun
māṇavo	noun
.	@point@

Itiha	emphatic particle
ambaṭṭho	proper noun
māṇavo	noun
idaṃ	demonstrative pronoun
dutiyaṃ	cardinal adjective
sakyesu	proper noun
ibbhavādaṃ	noun
nipātesi	verb
.	@point@

Ayyaputtā	noun
kira	emphatic particle
,	@comma@
bho	noun
,	@comma@
ambaṭṭhassa	proper noun
māṇavassa	noun
sakyā	proper noun
bhavanti	verb
.	@point@
